,datetime,title,content,category,url
203293,2019-12-04 14:42:00,NAM moet toename aardbevingen in Groningen analyseren,"De NAM moet van het Staatstoezicht op de Mijnen een analyse maken van de toename van de aardbevingen in Groningen. Door een aardbeving gisteravond bij Garrelsweer met een kracht van 1,9 is de 'aardbevingsdichtheid' boven een bepaalde waarde uitgekomen. Hierdoor treedt een protocol in werking dat van de NAM een dergelijke analyse vraagt meldt RTV Noord. De 'aardbevingsdichtheid' wordt bepaald door het aantal bevingen met een kracht van 1,0 of hoger in het afgelopen jaar te tellen en te berekenen hoe hoog de concentratie per gebied is. Per locatie geldt dat een beving dichtbij zwaarder meetelt dan een beving wat verder weg, schrijft RTV Noord. Dit jaar zijn er relatief veel bevingen geweest tussen Garrelsweer en Loppersum. De NAM moet de analyse over de seismische ontwikkelingen binnen twee weken aanleveren. De beoordeling ligt bij de toezichthouder. Het doel van zo'n analyse is om te kijken of er ingegrepen moet worden bij de gaswinning. ",Regionaal nieuws,https://nos.nl/artikel/2313256-nam-moet-toename-aardbevingen-in-groningen-analyseren.html
92614,2014-11-02 20:53:00,IS executeert leden soennitische stam,"Extremisten van IS hebben vandaag opnieuw leden van een soennitische stam in de provincie Anbar om het leven gebracht. Het dodental is daarmee in de afgelopen drie dagen ruim boven de 350 gekomen. Vandaag werden zeker vijftig leden van de stam in het openbaar terechtgesteld in het dorp Ras al-Maa, ten noorden van de stad Ramadi. 	Een lid van de stam Albu Nimr zei tegen het persbureau AP dat de slachtoffers in een rij werden opgesteld en een voor een werden doodgeschoten. Hij zei dat onder de doden zes vrouwen en vier kinderen waren. Een functionaris van het provinciebestuur bevestigt het verslag van de getuige. 	Gisteren en eergisteren werden al 300 leden van de stam in koelen bloede vermoord. 	Troepen van IS hebben een groot deel van de provincie Anbar in handen gekregen. Sommige soennitische stammen hebben de kant van IS gekozen, maar zo'n 5000 soennitische stamleden vechten juist mee aan de kant van het Iraakse leger. Ze worden bewapend door de regering in Bagdad. De regering noemt de deelname van soennitische stammen aan de strijd tegen IS van cruciaal belang. Bij andere aanslagen in Bagdad vielen vandaag bijna 20 doden.Extremisten van IS hebben in de afgelopen drie dagen in de provincie Anbar in Irak 150 leden van een soennitische stam om het leven gebracht. Vandaag werden zeker 40 leden van de stam in het openbaar terechtgesteld in het dorp Ras al-Maa, ten noorden van de stad Ramadi.",Buitenland,https://nos.nl/artikel/2001957-is-executeert-leden-soennitische-stam.html
238666,2022-04-13 11:19:00,Haagse informateurs: geen coalitie te vinden met partij Richard de Mos,"In Den Haag willen andere partijen niet met de grootste fractie, Hart voor Den Haag/Groep de Mos, in een nieuw stadsbestuur. Er is daardoor geen coalitie te vormen, stellen informateurs Gert-Jan Oplaat en Geerten Boogaard vast. ""Onze conclusie luidt dat er op dit moment onvoldoende basis bestaat om inhoudelijk te gaan onderhandelen over één van de getalsmatig denkbare meerderheidscoalities waaraan Hart voor Den Haag deelneemt"", schrijven de informateurs in hun verslag. Volgens de informateurs is de hoofdreden ""het na meer dan twee en een half jaar nog altijd lopende strafrechtelijke onderzoek"". De Mos wordt verdacht van corruptie, waaraan hij zich schuldig zou hebben gemaakt toen hij wethouder was. De Mos zegt enorm teleurgesteld te zijn over de mislukte Haagse formatie: Hart voor Den Haag laat in een reactie weten ""ernstig teleurgesteld' te zijn"". ""Het is een gotspe dat partijen die zeggen zich zorgen te maken over de steeds lager wordende opkomst bij verkiezingen doen aan uitsluiting en obstructie van de grootste partij van de stad"", zegt De Mos. ""Dat regenteske gedrag doet geen recht aan de verkiezingsuitslag en het niet willen samenwerken van partijen draagt niet bij aan het herstel van vertrouwen in de politiek."" De partij zegt verder ""alle blokkades jegens de partij bij anderen te hebben willen wegnemen. Rachid Guernaoui en ik hebben in een eerder stadium aangeven geen wethouderskandidaten te zijn en in gesprekken met de informateurs en met de VVD waren we bereid harde afspraken te maken over een stabiele en betrouwbare samenwerking"", zegt De Mos. ""Het is door D66 en andere partijen allemaal weggewuifd en beantwoord met een kil nee. Meer dan 30.000 kiezers doen er niet toe."" De Haagse fractie van D66 vindt een coalitie geen optie zolang het onderzoek nog loopt. ""Overigens deelt D66 daarbij de breed gevoelde frustratie over de duur van het onderzoek"", zeggen Oplaat en Boogaard. De andere partijen hebben vergelijkbare bezwaren. Ze willen nu niet inhoudelijk onderhandelen over andere coalitievarianten. Volgens de informateurs zijn er zonder Hart voor Den Haag/Groep de Mos wel andere coalities mogelijk. De informateurs leggen het initiatief nu bij D66, na Hart voor Den Haag de grootste partij. Ze geven morgenmiddag een toelichting op hun verslag, waarna de gemeenteraad erover spreekt. De partij van Richard de Mos en Rachid Guernaoui is met negen zetels de grootste partij in Den Haag. Meerdere partijen hadden al aangegeven niet met Hart voor Den Haag te willen samenwerken als het tweetal kandidaat zou zijn voor het wethouderschap. Het Openbaar Ministerie verdenkt de Haagse oud-wethouders Richard de Mos en Rachid Guernaoui van deelname aan criminele organisaties, meineed, corruptie en schending van hun ambtsgeheim. Het onderzoek loopt nog en de zaak moet nog voor de rechter komen.",Binnenland,https://nos.nl/artikel/2424982-haagse-informateurs-geen-coalitie-te-vinden-met-partij-richard-de-mos
142627,2016-11-15 11:04:00,Dijksma: Trump houdt gemoederen in Marrakech flink bezig,"In de wandelgangen van de klimaattop in Marrakech gaat het vooral over de verkiezing van Donald Trump. ""Hij houdt de gemoederen hier aardig bezig"", zei staatssecretaris Sharon Dijksma vanmorgen in het NOS Radio 1 Journaal. De klimaattop in Marokko, die gisteren is begonnen, is een vervolg op die in Parijs van vorig jaar. Daar werd een wereldwijd akkoord bereikt om de uitstoot van broeikasgassen verder te beperken. Die afspraken worden in Marrakech verder uitgewerkt. De nieuw-gekozen president van de Verenigde Staten heeft aangegeven dat hij van het klimaatakkoord af wil. In Marrakech houden de deelnemers hun hart vast, zegt Dijksma. ""Maar het is nog een verhaal. Niemand weet of het echt zo gaat. Maar het zou wel een enorme achteruitgang zijn, omdat de VS zo'n grote vervuiler is."" Vandaag zal de Amerikaanse minister van Buitenlandse Zaken, John Kerry, waarschijnlijk een toespraak houden. Maar Dijksma wijst erop dat hij in een lastige positie zit, omdat hij deel uitmaakt van een regering in transitie en ook niet precies weet wat er gaat gebeuren. ""Trump heeft straks de touwtjes in handen, en niemand weet aan welke hij gaat trekken"", aldus Dijksma. De nieuwe president is volgens Dijksma een zelfverklaard kolenfan. Maar Dijksma heeft nog een sprankje hoop dat hij zich alsnog op minder vervuilende brandstoffen gaat richten. ""Want hij is ook zakenman"" zegt ze. ""En kolen zijn eindig. Dus heel veel Amerikaanse investeerders die ook adviezen geven, zeggen nu ook: je moet toch echt de omslag maken naar bijvoorbeeld windenergie."" Ze wijst erop dat er een wereldwijde verandering gaande is in het denken over het klimaat. ""Dat de president van China nota bene de president van Amerika moet aansporen om goed te zijn voor het milieu, had niemand tien jaar geleden en misschien zelfs een jaar geleden nog kunnen bedenken.""",Politiek,https://nos.nl/artikel/2143209-dijksma-trump-houdt-gemoederen-in-marrakech-flink-bezig.html
225212,2021-04-29 07:54:00,Recordomzet én chipproblemen bij Apple,"Het was een ongekend gunstig kwartaal voor Apple. Nooit eerder zette het techbedrijf zoveel om als in de eerste drie maanden van dit jaar. De omzet kwam uit op bijna 74 miljard euro, dat is 54 procent meer dan in dezelfde periode het jaar ervoor. De winst verdubbelde. Van alle producten en diensten verkocht de telefoons het beste. Maar ook de verkoop van laptops, tablets, speakers en diensten zoals de app store en Apple TV groeiden. Het waren de verkopen buiten de Verenigde Staten die de groei aanzwengelden. In Europa ging er ruim anderhalf keer zoveel over de toonbank. In China, dat een jaar eerder al hard geraakt werd door het coronavirus, was er nu nog net geen verdubbeling. Opgeteld was de internationale omzet goed voor twee derde van alle omzet van het bedrijf. Volgens Apple-baas Tim Cook laten de cijfers onder meer ""het optimisme dat consumenten lijken te voelen over de betere dagen die voor ons liggen"" zien. Tegelijk kampt het bedrijf, net als veel andere producenten, wel met problemen door het wereldwijde chiptekort. De Financial Times meldt dat Apple in toelichting op de cijfers ook zegt dat het nu al geraakt wordt door de beperkte toevoer van de chips. Door het tekort kunnen er minder tablets en computers verkocht worden. De omzet in het nu lopende kwartaal komt daardoor naar schatting 3 tot 4 miljard dollar lager uit, omgerekend tussen de 2,5 en 3,3 miljard euro.",Economie,https://nos.nl/artikel/2378673-recordomzet-en-chipproblemen-bij-apple
138456,2016-09-14 21:12:00,Recordbedrag aan Amerikaanse steun voor Israëlisch leger,"De Verenigde Staten en Israël hebben een nieuw akkoord getekend over Amerikaanse militaire steun. Er is een recordbedrag mee gemoeid; in tien jaar kan Israël rekenen op omgerekend bijna 34 miljard euro voor wapens en militair materieel. In het huidige contract, dat tot 2018 loopt, krijgt Israël elk jaar voor 2,8 miljard euro aan steun. Dat bedrag gaat omhoog naar 3,4 miljard per jaar. Over het nieuwe contract is maanden onderhandeld. De Israëlische regering heeft er lang op aangedrongen dat een deel van het geld wordt besteed aan wapens en wapensystemen van eigen makelij. Maar de Amerikanen hielden op dit punt hun poot stijf. Vastgelegd is dat er geleidelijk minder Amerikaans geld wordt gebruikt voor 'Israëlische wapens' en dat op termijn alle miljarden worden uitgegeven aan wapens uit Amerikaanse fabrieken. Na het ondertekenen zei president Obama ook namens premier Netanyahu dat het akkoord ""aanmerkelijk bijdraagt aan de veiligheid van Israël in een regio die gevaarlijk blijft"".",Buitenland,https://nos.nl/artikel/2132184-recordbedrag-aan-amerikaanse-steun-voor-israelisch-leger.html
105853,2015-05-26 14:18:00,Netwerk harde schijven nog altijd niet goed beveiligd,"Veel harde schijven die verbonden kunnen worden met het internet, hebben nog altijd beveiligingsproblemen. Dat blijkt uit onderzoek van het AVROTROS-programma Opgelicht. Zowel consumenten als bedrijven zouden hiervan slachtoffer zijn. Samen met internetproviders Ziggo, KPN, XS4ALL, Online.nl, Tele2, Vodafone, Zeelandnet, Solcon probeert het programma mensen te bewegen hun apparatuur beter te beveiligen. Het probleem is niet nieuw. Vorig jaar ontdekte het KRO-NCRV-programma Reporter Radio dat duizenden mensen gegevens hebben staan op harde schrijven die onbeveiligd zijn. Fabrikanten bieden bij harde schijven steeds vaker de optie aan om het apparaat via bijvoorbeeld een app ook buitenshuis te gebruiken. Dat is een mooie functie, maar veel consumenten vergeten vervolgens om de harde schijf te beveiligen met een wachtwoord, waardoor kwaadwillenden makkelijk toegang krijgen tot gevoelige documenten. Zo bleek al eerder dat mensen niet alleen familiefoto's, maar bijvoorbeeld ook paspoorten en andere belangrijke documenten op zo'n harde schijf opslaan.",Binnenland,https://nos.nl/artikel/2037779-netwerk-harde-schijven-nog-altijd-niet-goed-beveiligd.html
21196,2011-07-08 14:48:00,Vader stak brand Hoofddorp aan,"De brand waarbij dinsdag in Hoofddorp een gezin van vijf mensen omkwam, is opzettelijk aangestoken door de vader van het gezin. Dat hebben de politie en het Openbaar Ministerie bekendgemaakt. Uit onderzoek blijkt dat de man op een aantal plekken in zijn huis brand heeft gesticht met benzine. Bekend was al dat er twee jerrycans in de woning lagen en dat de deuren van binnen gebarricadeerd waren.. De vijf slachtoffers zijn een Iraakse man, zijn Russische vrouw en hun drie kinderen van 7,9 en 11 jaar oud. Ze zijn allemaal door de brand om het leven gekomen.",Binnenland,https://nos.nl/artikel/254565-vader-stak-brand-hoofddorp-aan.html
218615,2020-12-01 17:02:00,Rutte: onderzoek naar steun aan Syrische rebellen niet verstandig,"Premier Rutte erkent dat hij pogingen heeft gedaan een onderzoek naar de Nederlandse steun aan Syrische rebellen tegen te houden. Vorige week meldden Nieuwsuur en Trouw dat Rutte heeft geprobeerd fracties in de Tweede Kamer ervan te overtuigen zich niet voor zo'n onderzoek uit te spreken. Het onderzoek zou duidelijk moeten maken hoe het kan dat het kabinet jarenlang gewapende rebellen in Syrië heeft gesteund die mensenrechten schonden en samenwerkten met terroristen. Nieuwsuur en Trouw berichtten daar twee jaar geleden over en in de nasleep daarvan waren er verschillende debatten. Kamerleden reageerden verontwaardigd op de bemoeienis van de premier. SP-Kamerlid Karabulut noemde het in het vragenuur in de Tweede Kamer ongehoord dat de premier ""zich zo mengt in het parlementaire proces"". Volgens Karabulut probeert het kabinet de zaak in de doofpot te stoppen. Ze wil een onderzoek zoals de commissie-Davids dat elf jaar geleden deed. Die commissie nam destijds de steun van Nederland aan de oorlog in Irak onder de loep. ""Is de minister-president soms bang voor de feiten?"", vroeg Karabulut. Onder meer het CDA diende drie weken geleden een motie in waarin om een onderzoek werd gevraagd, maar die motie is aangehouden. Rutte zei in het vragenuur dat hij ""uiteraard"" het recht van Kamerleden respecteert om te stemmen zoals ze willen. Maar hij voegde eraan toe dat hij zich met deze kwestie heeft bemoeid omdat een onderzoek volgens hem onverstandig zou zijn. Hij zei dat geen enkele internationale partner met wie Nederland samenwerkt dit type informatie naar buiten brengt, en dat het geven van meer details spanningen met bondgenoten kan veroorzaken. Verder zouden volgens hem strijders van de destijds gesteunde groepen in gevaar kunnen komen. Hij zei ook dat het kabinet alle relevante informatie al met de Kamer heeft gedeeld, soms vertrouwelijk. Kamerlid Van Helvert van regeringspartij CDA reageert fel op het antwoord van Rutte. Volgens hem verdraait de premier de situatie: ""Hij doet voorkomen alsof hij tegen een onderzoek is, omdat hij betrokken rebellen in Syrië wil beschermen, terwijl het onderzoek gericht is op de besluitvorming in zijn ministerie"", twittert hij. Volgens Van Helvert speelt de premier geen open kaart en is zijn antwoord ""ver bezijden de waarheid"". Het CDA gaat vervolgvragen stellen.",Politiek,https://nos.nl/artikel/2358885-rutte-onderzoek-naar-steun-aan-syrische-rebellen-niet-verstandig.html
115017,2015-10-15 16:16:00,Iran mengt zich nadrukkelijker in de strijd in Syrië,"Het lijkt erop dat Iran steeds nadrukkelijker betrokken is bij de oorlog in Syrië. Gisteren zeiden een Iraanse functionaris en Syrische activisten dat er al Iraanse grondtroepen in Syrië zijn. Een belangrijke Iraanse parlementariër wilde dat bij een bezoek aan Damascus niet bevestigen, al benadrukte hij wel dat een Syrisch verzoek om gevechtstroepen te leveren serieus zal worden overwogen. Iran levert al wapens aan Syrië en ook zijn er militaire adviseurs gestuurd. Zij helpen het leger van president Assad in de strijd tegen de verschillende gewapende groeperingen, waaronder terreurgroep IS en het Vrije Syrische Leger. De Iraanse parlementariër Aleddin Boroujerdi, voorzitter van een commissie voor veiligheidszaken, zei in Damascus dat de westerse coalitie het laat afweten in Syrië en dat om die reden een nieuw offensief is gestart. Daarbij doelde hij onder meer op de Russische luchtaanvallen, die eind vorige maand van start gingen. Volgens een Iraanse functionaris en Syrische activisten zijn er al zo'n 1500 leden van een militaire elite-eenheid, de Iraanse Revolutionaire Garde, in Syrië. Ze zouden een kleine twee weken geleden in Syrië zijn aangekomen, kort na het begin van de Russische luchtaanvallen. De afgelopen dagen kwamen zeker twee hoge Iraanse commandanten om het leven in Syrië, onder wie een generaal die sneuvelde bij Aleppo. Volgens de officiële woordvoering waren zij in het land om het regeringsleger te adviseren. Deze week kwamen beelden naar buiten van de Iraanse generaal Suleimani, die een groep onbekende militairen toespreekt in de regio rond Latakia. De beelden werden verspreid door een Libanees tv-station, dat nauwe banden heeft met Iran en de sjiitische Hezbollah-beweging. Rusland begon op 30 september met zijn luchtaanvallen in Syrië, gericht op de islamitische terreurgroep IS en andere tegenstanders van president Assad. Het was de eerste Russische militaire interventie buiten de voormalige Sovjet-Unie sinds het einde van de Koude Oorlog. De Russische aanvallen zijn nu veel frequenter dan die van de internationale coalitie onder leiding van de Verenigde Staten. Aanvankelijk verliep de operatie alleen met gevechtsvliegtuigen, maar sinds ruim een week heeft Rusland ook raketten afgevuurd vanaf marineschepen in de Kaspische Zee. Volgens westerse landen richten de Russen zich vooral op doelen in Centraal-Syrië en het noorden van het land, waar IS niet sterk vertegenwoordigd is. De interventie van Rusland leidt tot drukte in het luchtruim van Syrië. Washington en Moskou overleggen achter de schermen over afspraken om te voorkomen dat operaties elkaar bijten. Russische gevechtsvliegtuigen zouden al een paar keer gevaarlijk dicht bij Amerikaanse drones of vliegtuigen zijn gekomen.​ Vandaag zou het Syrische leger een nieuw offensief zijn begonnen in de centrale provincie Homs. Daarbij wordt het gesteund door Russische luchtaanvallen. Uit Moskou kwam het bericht dat de afgelopen 24 uur 32 doelen van IS zijn bestookt, in de regio's Idlib, Hama, Damascus, Aleppo en Deir ez-Zor. Met hulp van Rusland, Iran en Hezbollah probeert het Syrische leger de route van Hama naar Aleppo veilig te stellen en de stad Jisr al-Shughour te heroveren. Jisr al-Shughour viel in april in handen van opstandelingen, waardoor ook Assads machtsbasis, de kustprovincie Latakia, onder vuur kwam te liggen. In Latakia wonen veel alevieten, een sjiitische stroming waartoe ook Assad behoort.",Buitenland,https://nos.nl/artikel/2063288-iran-mengt-zich-nadrukkelijker-in-de-strijd-in-syrie.html
68119,2013-09-28 19:47:00,As Margareth Thatcher bijgezet,"De as van Margareth Thatcher is bijgezet in de tuin van het Royal Hospital Chelsea in Londen. Na een korte kerkdienst in de kapel liep de dominee met het eikenhouten kistje met as naar de begraafplaats, gevolgd door de familie. De eerste vrouwelijke minister-president van Groot-Brittannië stierf op 8 april, op 87-jarige leeftijd. Ze is begraven naast haar man Denis, die in 2003 overleed. Bij de begrafenis waren Thatchers kinderen Mark en Carol en een klein gezelschap van familie en vrienden. Lady Thatcher was premier van 1979 tot 1990.",Buitenland,https://nos.nl/artikel/556420-as-margareth-thatcher-bijgezet.html
83945,2014-06-09 16:46:00,10.000 liter frituurolie in Duitse Rijn,"In Duitsland is door een lek in een oven van een chipsfabriek 10.000 liter frituurolie in de Rijn gestroomd. De fabriek staat in Frankenthal, bij Mannheim. Het lek ontstond gisteravond en werd in de loop van de ochtend pas ontdekt. Het is inmiddels gedicht, maar de Rijn is over een lengte van vijftig kilometer vervuild geraakt. De brandweer zegt dat olie stank kan veroorzaken. Baden langs de oever en zwemmen in rivierarmen wordt afgeraden. De brandweer damt havens en rivierarmen met olievangers af. De plantaardige olie moet vanzelf afbreken. Het vangen van de olie met een bindmiddel zou schadelijker voor het milieu zijn dan niets doen.",Buitenland,https://nos.nl/artikel/658772-10-000-liter-frituurolie-in-duitse-rijn.html
161056,2017-09-13 14:25:00,"Russisch leger naar het westen, 'Zapad 2017' begint","De legers van Rusland en Wit-Rusland beginnen vandaag in Wit-Rusland aan een grote militaire oefening: Zapad 2017 (West 2017). In totaal doen er 12.700 militairen aan mee. De meesten van hen zijn actief in Wit-Rusland, maar er zullen er ook 2500 meedoen vanuit de Russische enclave Kaliningrad. De getallen zijn belangrijk, omdat ooit is afgesproken om bij oefeningen van meer dan 13.000 militairen verplicht waarnemers van de OVSE toe te laten. Dat hoeft nu dus niet. De oefening wordt in NAVO-kringen en in Oost-Europa dan ook met zorg gade geslagen. Alleen al de gedachte aan Russische troepen langs de grens, leidt tot verhoogde spanning. De Litouwse minister van Defensie waarschuwde deze zomer dat de oefening een dekmantel zou zijn om Wit-Rusland te bezetten. Polen vreest een aanval op Warschau en de Baltische Staten houden elke beweging in de gaten. Er is zelfs een website die aftelt tot het moment dat de oefening begint. De Russische onderminister van Defensie Aleksandr Fomin vindt de zorgen van de voormalige Oostbloklanden sterk overdreven. In publicaties in Polen en Litouwen werd gezegd dat er wel 100.000 militairen meedoen aan de oefening. ""Een mythe, die niets met de realiteit te maken heeft"", aldus Fomin voor aanvang. Op aandringen van onder meer de NAVO mogen nu waarnemers komen uit een aantal buurlanden, zoals Polen, Litouwen, Oekraïne, Letland, Estland, maar ook Zweden en Noorwegen. De NAVO stuurt geen waarnemers, maar experts. Die mogen in tegenstelling tot waarnemers alleen kijken en zijn afhankelijk van waar ze naartoe worden gebracht. De officiële waarnemers krijgen ook uitleg over de oefening via briefings en kunnen met betrokkenen praten. De NAVO moet het dus doen zonder die informatie. Bij de NAVO wordt overigens ook wel met interesse gekeken naar de operaties. Het biedt het bondgenootschap de gelegenheid om te kijken hoe sterk de Russen zijn en welke militaire tactieken er gebruikt worden. De Suwalki-gap Het gebied tussen Kaliningrad en Wit-Rusland, op het hoofdkwartier van de NAVO de Suwalki-gap genoemd, is in de analyse van velen de zwakste schakel in de NAVO-verdediging: een klein stuk land, formeel in handen van het Westen, maar gemakkelijk door de Russen te bezetten. Nu zal blijken hoe de Russen daarmee omgaan. De oefening vindt gedeeltelijk ook plaats op het water. Tien schepen van de Baltische Vloot, waarvan vorig jaar nog het hele commando werd vervangen, moeten op de Oostzee de aftocht van 'de vijand' verhinderen. De Zapad-oefening duurt tot 20 september. ",Buitenland,https://nos.nl/artikel/2192756-russisch-leger-naar-het-westen-zapad-2017-begint.html
114273,2015-10-05 18:00:00,Zwolse bakker verliest trouwring in brood,"Het klinkt als een publiciteitsstunt; een pasgetrouwde bakker die zijn trouwring verliest in het brooddeeg. Toch is het geen stunt of grap, verzekert bakker Arend Kisteman RTV Oost. Toen hij nog geen anderhalve week getrouwd was, raakte hij de ring kwijt tijdens het draaien van deeg. Pas toen hij zijn handen al stond te wassen kreeg hij het in de gaten. ""Toen merkte ik het op. Ik dacht: verdorie, hij is er niet meer."" Kisteman vermoedt dat hij de trouwring is kwijtgeraakt tijdens het draaien van brooddeeg. Hij hielp de machine met de hand om alle ingrediënten goed door het deeg te draaien. Van dat deeg zijn zo'n honderdvijftig broden gebakken. De bakker roept zijn klanten op om hun broden goed te onderzoeken. De eerlijke vinder kan rekenen op een tas met lekkernijen. Als de ring wordt teruggevonden, dan gaat die in ieder geval nooit meer om tijdens het werk. Dat heeft de vrouw van Kisteman hem al laten beloven.",Regionaal nieuws,https://nos.nl/artikel/2061426-zwolse-bakker-verliest-trouwring-in-brood.html
81154,2014-04-25 02:20:00,Politie schiet bij aanhouding R'dam,"Agenten in Rotterdam hebben gisteravond bij een arrestatie twee waarschuwingsschoten gelost. De arrestant, een Rotterdammer van 27, was betrokken geweest bij een ruzie en was mogelijk vuurwapengevaarlijk. Getuigen hadden gezien dat de man na een ruzie in de Nassaustraat in Rotterdam een vuurwapen in een tasje stopte en vertrok. Ze waarschuwden de politie. Op basis van z'n signalement hield de politie de auto van de man staande. De vrouw die bij hem in de auto zat, volgde de bevelen van de agenten op, maar de man werkte niet mee. Toen de agenten twee waarschuwingsschoten hadden gelost, gaf de man zich over. Hij bleek een gasalarmpistool bij zich te hebben en zit nu vast. De vrouw is na verhoor vrijgelaten.",Binnenland,https://nos.nl/artikel/639930-politie-schiet-bij-aanhouding-r-dam.html
132611,2016-06-15 19:48:00,'Misbruik door vredesmilitairen ondermijnt wat de VN in Afrika doet',"Ze moeten burgers beschermen bij een binnenlands conflict: de militairen van VN-vredesmissies. Maar de afgelopen tijd zijn er berichten over blauwhelmen die kinderen en vrouwen misbruiken, onder meer in de Centraal Afrikaanse Republiek (CAR). Begin dit jaar werd bekend dat 120 VN-vredesmilitairen het land zijn uitgezet, omdat ze betrokken zouden zijn bij seksueel misbruik. In totaal zitten er meer dan 10.000 militairen in het Afrikaanse land. De militairen maken deel uit van de VN-missie Minusca. Die vredesmissie kwam er in 2013 na gevechten tussen binnenlandse milities van christenen en moslims. Inmiddels is het rustig, maar nu liggen de VN-militairen dus zelf onder vuur. Correspondent Kees Broere bezocht het land. Een moeder vertelt hem hoe haar dochter werd misbruikt door VN-militairen. Haar dochter liep langs een VN-kazerne, toen ze werd aangesproken door de militairen. ""'Heb je geen honger? Kom bij ons, we geven je te eten', zeiden ze tegen mijn dochter. Toen ze met hen meeging, hebben ze haar vastgepakt en verkracht."" Voor de Verenigde Naties zijn de berichten van misbruik door eigen militairen niet nieuw. Maar lang werd erover gezwegen. ""Het is zeker al langere tijd een probleem, daar is geen twijfel over"", zegt Diane Corner, plaatsvervangend hoofd van de vredesmissie in de CAR. ""Het ondermijnt zoveel van wat wij hier doen. Het maakt mij persoonlijk ook van streek. Als vrouw en als moeder voel ik het nog dieper."" De VN heeft gezworen om de misstanden aan te pakken. Maar effectieve maatregelen ontbreken tot nu toe. Zo kunnen VN-militairen die in de Centraal Afrikaanse Republiek worden beschuldigd van seksueel misbruik alleen worden berecht in eigen land. Maar weinig landen die deelnemen aan VN-missies zijn bereid om hun eigen militairen te berechten. Secretaris-generaal van de Verenigde Naties Ban Ki-moon pleit er daarom voor dat VN-militairen ook in het land waar ze zijn gestationeerd, kunnen worden berecht. De CAR is niet het enige land waar VN-militairen beschuldigd zijn van seksueel misbruik. Bij de VN kwamen vorig jaar 99 klachten binnen over misbruik door VN-personeel, dat zou hebben plaatsgevonden tijdens vredesmissies in landen als Mali, Haïti en Ivoorkust. In 2014 kwamen er 80 klachten binnen. In totaal zijn in meer dan 40 landen gevallen bekend van VN-militairen die zich schuldig maakten aan seksueel misbruik. Het is onder meer de speciale positie van VN-militairen die misbruik tijdens vredesmissies tot een terugkerend probleem maakt, zegt professor Muna Ndulo van de Amerikaanse Cornell Universiteit in een interview met Trouw. Ndulo deed veel onderzoek naar het misbruik. ""Blauwhelmen zijn in conflictgebieden, waar vaak extreme armoede heerst, de enigen die toegang hebben tot geld en voedsel. Als vredesmilitairen worden ze ook nog eens vertrouwd door de bevolking. Misbruik van die positie ligt op de loer."" In de Centraal Afrikaanse Republiek is het probleem van seksueel misbruik sowieso groot. Bijna iedere vrouw heeft er ooit met misbruik, uitbuiting of seksueel geweld te maken gehad. Mohammed Vall, hoofd van Unicef in de regio: ""Wat er hier gebeurt met VN-militairen is het topje van de ijsberg. Uitbuiting en misbruik is niet iets dat kinderen alleen leren kennen doordat ze een blauwhelm zijn tegengekomen. Het is diep in de maatschappij geworteld."" Een vrouw die anoniem wil blijven, bevestigt dat: ""Het zijn niet alleen de blauwhelmen die dit doen, of gewapende rebellengroepen. Er zijn zoveel mannen in onze samenleving voor wie verkrachting of seksueel misbruik een geaccepteerd verschijnsel is.""",Buitenland,https://nos.nl/artikel/2111326-misbruik-door-vredesmilitairen-ondermijnt-wat-de-vn-in-afrika-doet.html
99914,2015-02-28 10:39:00,Groeiende bloemenzee voor Nemtsov,"Op de plek waar de Russische politicus Boris Nemtsov gisteravond werd vermoord, leggen steeds meer mensen bloemen. Op de brug over de rivier, vlak bij het Kremlin, is ook een foto van Nemtsov neergezet. De mensen die de politicus de laatste eer komen bewijzen, zien de moord als een rechtstreekse aanslag op de oppositie. Ze zijn ervan overtuigd dat dit het werk is van de machthebbers. ""Voor mij is Nemtsov een symbool van de strijd tegen het huidige regime. Deze actie is bedoeld om het volk te terroriseren. Maar wij zijn niet bang"", zegt een van hen, die zich Alexander noemt. Inmiddels hebben tientallen mensen bloemen gelegd. Ze praten even met elkaar en lopen dan weer verder. De politie controleert iedereen, volgens eigen zeggen uit veiligheidsoverwegingen. ""Maar papieren met teksten dat Poetin verantwoordelijk is voor Nemtsovs dood, worden in beslag genomen"", zegt correspondent David Jan Godfroid.",Buitenland,https://nos.nl/artikel/2021912-groeiende-bloemenzee-voor-nemtsov.html
